Brand,Name,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain,Pace_norm,Pace_lists,pace_competition,pace_daily_running,pace_tempo,arch_neutral,arch_stability,Strike_norm,Strike_lists,-,strike_forefoot,strike_heel,strike_mid,fit_category,fit_large,fit_small,fit_true,fit_missing,midsole_soft,midsole_balanced,midsole_firm,toebox_bad,toebox_decent,toebox_good,heelpad_bad,heelpad_decent,heelpad_good,outsole_bad,outsole_decent,outsole_good,breath_breathable,breath_moderate,breath_warm,width_narrow,width_medium,width_wide,toeboxwidth_narrow,toeboxwidth_medium,toeboxwidth_wide,stiff_flexible,stiff_moderate,stiff_stiff,torsion_flexible,torsion_moderate,torsion_stiff,heelcounter_flexible,heelcounter_moderate,heelcounter_stiff,widthavail_norm,widthavail_list,widthavail_narrow,widthavail_normal,widthavail_wide,widthavail_xwide,season_norm,season_list,season_all,season_summer,season_winter,weight_lab_oz,weight_lab_g,weight_brand_oz,weight_brand_g,drop_lab_mm,drop_brand_mm,heel_lab_mm,heel_brand_mm,forefoot_lab_mm,forefoot_brand_mm
Saucony,Endorphin Speed 2,Tempo,Neutral,8.1 oz / 229g 8 oz / 227g,1,9.2 mm 8.0 mm,Heelmid/Forefoot,Slightly Small,-,-,-,-,Moderate,Medium,-,Stiff,Moderate,Moderate,0,1,35.3 mm 35.5 mm,26.1 mm 27.5 mm,Normal,1,All Seasons,1,#74 Top 12%,#359 Bottom 44%,,,Tempo,['Tempo'],0,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,8.1,229,8.0,227.0,9.2,8.0,35.3,35.5,26.1,27.5
Saucony,Endorphin Speed 3,Tempo,Neutral,7.9 oz / 225g 8.1 oz / 229g,1,7.4 mm 8.0 mm,Mid/Forefoot,Slightly Small,Soft,-,-,-,Moderate,Medium,-,Moderate,Flexible,Flexible,0,1,34.1 mm 36.0 mm,26.7 mm 28.0 mm,Normal,1,All Seasons,1,#145 Top 23%,#146 Top 23%,,,Tempo,['Tempo'],0,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,7.9,225,8.1,229.0,7.4,8.0,34.1,36.0,26.7,28.0
Saucony,Endorphin Speed 4,Tempo,Neutral,8.4 oz / 237g 8.3 oz / 235g,1,8.7 mm 8.0 mm,Heelmid/Forefoot,Slightly Small,Balanced,Decent,Good,Good,Breathable,Medium,Narrow,Moderate,Moderate,Moderate,0,1,36.2 mm 38.0 mm,27.5 mm 30.0 mm,Normal,1,Summerall Seasons,1,#530 Bottom 17%,#38 Top 6%,,,Tempo,['Tempo'],0,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,8.4,237,8.3,235.0,8.7,8.0,36.2,38.0,27.5,30.0
Saucony,Endorphin Speed 5,Tempo,Neutral,8.5 oz / 241g 8.4 oz / 238g,1,10.6 mm 8.0 mm,Heel,True To Size,Soft,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,1,37.4 mm 36.0 mm,26.8 mm 28.0 mm,Normalwide,1,Summerall Seasons,1,#272 Bottom 25%,#37 Top 11%,,,Tempo,['Tempo'],0,0,1,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,8.5,241,8.4,238.0,10.6,8.0,37.4,36.0,26.8,28.0
Saucony,Endorphin Trainer,Daily Runningtempo,Neutral,10.1 oz / 285g 10.1 oz / 286g,0,6.9 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Decent,Decent,Good,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,38.9 mm 42.0 mm,32.0 mm 34.0 mm,Normal,1,Summerall Seasons,1,#331 Bottom 9%,#175 Top 48%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,10.1,285,10.1,286.0,6.9,8.0,38.9,42.0,32.0,34.0
Altra,Escalante 3,Daily Runningtempo,Neutral,9.5 oz / 269g 7.7 oz / 219g,0,0.2 mm 0.0 mm,Mid/Forefoot,True To Size,Balanced,-,-,-,Moderate,Medium,-,Stiff,Flexible,Flexible,0,0,25.0 mm 26.0 mm,24.8 mm 26.0 mm,Normal,1,All Seasons,1,#459 Bottom 28%,#356 Bottom 44%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.5,269,7.7,219.0,0.2,0.0,25.0,26.0,24.8,26.0
Altra,Escalante 4,Daily Running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/Forefoot,True To Size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All Seasons,1,#212 Bottom 42%,#95 Top 26%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,8.4,237,9.5,269.0,1.4,0.0,23.8,24.0,22.4,24.0
Altra,Escalante Racer,Competitiontempo,Neutral,7.3 oz / 208g 6.8 oz / 193g,1,0.5 mm 0.0 mm,Mid/Forefoot,True To Size,Firm,Good,Good,Decent,Breathable,Medium,Wide,Moderate,Flexible,Flexible,0,0,19.0 mm 22.0 mm,18.5 mm 22.0 mm,Normal,1,Summerall Seasons,1,#52 Top 9%,#384 Bottom 40%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.3,208,6.8,193.0,0.5,0.0,19.0,22.0,18.5,22.0
Altra,Escalante Racer 2,Competitiontempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/Forefoot,True To Size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,Summerall Seasons,1,#149 Top 41%,#246 Bottom 32%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.9,224,7.9,224.0,1.1,0.0,22.5,24.0,21.4,24.0
Altra,Experience Flow,Daily Running,Neutral,8.3 oz / 235g 8.4 oz / 238g,1,4.1 mm 4.0 mm,Mid/Forefoot,True To Size,Soft,Good,Good,Decent,Moderate,Wide,Wide,Moderate,Moderate,Moderate,0,0,30.7 mm 32.0 mm,26.6 mm 28.0 mm,Normal,1,All Seasons,1,#255 Top 40%,#138 Top 22%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,8.3,235,8.4,238.0,4.1,4.0,30.7,32.0,26.6,28.0
Altra,Experience Flow 2,Daily Running,Neutral,8.3 oz / 235g 8.1 oz / 231g,1,4.4 mm 4.0 mm,Mid/Forefoot,-,Soft,Decent,Good,Decent,Moderate,Wide,Wide,Moderate,Moderate,Moderate,0,0,30.3 mm 32.0 mm,25.9 mm 28.0 mm,Normal,1,All Seasons,1,#232 Bottom 36%,#87 Top 24%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,8.3,235,8.1,231.0,4.4,4.0,30.3,32.0,25.9,28.0
Altra,Experience Form,Daily Running,Stability,9.2 oz / 261g 9.6 oz / 272g,0,4.0 mm 4.0 mm,Mid/Forefoot,Slightly Small,Balanced,Decent,Decent,Decent,Moderate,Medium,Wide,Stiff,Moderate,Moderate,0,0,29.9 mm 30.0 mm,25.9 mm 26.0 mm,Normal,1,All Seasons,1,#26 Top 8%,#211 Bottom 42%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.2,261,9.6,272.0,4.0,4.0,29.9,30.0,25.9,26.0
Nike,Flex Experience Run 10,Daily Running,Neutral,7.1 oz / 201g 8 oz / 227g,1,10.4 mm,-,Slightly Small,-,-,-,-,-,Narrow,-,Flexible,-,-,0,0,24.1 mm,13.7 mm,Normal,0,-,0,#582 Bottom 9%,#523 Bottom 18%,,,Daily Running,['Daily Running'],0,1,0,1,0,-,['-'],1,0,0,0,small,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Normal,['Normal'],0,1,0,0,,,0,0,0,7.1,201,8.0,227.0,10.4,,24.1,,13.7,
Nike,Flex Experience Run 11,Daily Running,Neutral,8.2 oz / 232g 8.2 oz / 232g,1,6.2 mm,Mid/Forefoot,True To Size,Firm,Decent,-,-,Moderate,Medium,Narrow,Flexible,Flexible,Flexible,0,0,24.1 mm,17.9 mm,Normalwidex-Wide,1,All Seasons,1,#611 Bottom 5%,#265 Top 42%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,8.2,232,8.2,232.0,6.2,,24.1,,17.9,
Nike,Flex Experience Run 12,Daily Running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/Forefoot,True To Size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,Normalwidex-Wide,1,All Seasons,1,#345 Bottom 5%,#61 Top 17%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,8.5,241,8.5,240.0,6.0,6.0,25.9,,19.9,
Nike,Flex Run 2021,Daily Running,Neutral,7.9 oz / 223g,1,7.2 mm,Mid/Forefoot,True To Size,-,-,-,-,-,Medium,-,Flexible,-,-,0,0,32.3 mm,25.1 mm,Normal,0,-,0,#276 Bottom 24%,#337 Bottom 7%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Normal,['Normal'],0,1,0,0,,,0,0,0,7.9,223,,,7.2,,32.3,,25.1,
Reebok,Floatride Energy 3,Daily Running,Neutral,9 oz / 256g 8.5 oz / 241g,0,7.1 mm 9.0 mm,Mid/Forefoot,True To Size,-,-,-,-,-,Medium,-,Stiff,Moderate,Moderate,0,0,30.2 mm 26.0 mm,23.1 mm 17.0 mm,Normal,1,-,1,#38 Top 6%,#592 Bottom 8%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,,,0,0,0,9.0,256,8.5,241.0,7.1,9.0,30.2,26.0,23.1,17.0
Reebok,Floatride Energy 5,Daily Running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/Forefoot,True To Size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All Seasons,1,#158 Top 44%,#273 Bottom 25%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.0,254,9.4,266.0,6.0,8.0,30.2,27.0,24.2,19.0
Reebok,FloatZig 1,Daily Running,Neutral,10.1 oz / 285g 9.8 oz / 277g,0,7.0 mm 6.0 mm,Heelmid/Forefoot,True To Size,Balanced,Decent,Decent,Bad,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,1,36.8 mm 31.0 mm,29.8 mm 25.0 mm,Normal,1,All Seasons,1,#79 Top 22%,#255 Bottom 30%,,Road,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,10.1,285,9.8,277.0,7.0,6.0,36.8,31.0,29.8,25.0
Adidas,Fluidflow 2.0,Daily Running,Neutral,11.1 oz / 316g 11 oz / 312g,0,8.1 mm,Heelmid/Forefoot,Slightly Large,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Flexible,Flexible,0,0,26.4 mm,18.3 mm,Normal,1,All Seasons,1,#301 Bottom 17%,#198 Bottom 45%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,large,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,11.1,316,11.0,312.0,8.1,,26.4,,18.3,
New Balance,Foam Arishi v4,Daily Running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,Normalwidex-Wide,1,All Seasons,1,#362 Bottom 1%,#12 Top 4%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,8.5,242,8.7,246.0,7.7,8.0,28.1,,20.4,
Nike,Free RN NN,Daily Running,Neutral,6.9 oz / 197g,1,6.9 mm,Mid/Forefoot,True To Size,Balanced,Good,Good,Good,Warm,Wide,Wide,Flexible,Flexible,Flexible,0,0,25.6 mm,18.7 mm,Normal,1,All Seasons,1,#355 Bottom 3%,#278 Bottom 24%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,6.9,197,,,6.9,,25.6,,18.7,
Nike,Free Run 5.0,Daily Running,Neutral,6.2 oz / 175g 8.2 oz / 232g,1,8.1 mm,Mid/Forefoot,True To Size,-,-,-,-,-,Wide,-,Flexible,Flexible,Flexible,0,0,23.4 mm,15.3 mm,Normal,0,-,0,#557 Bottom 13%,#626 Bottom 2%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,,,0,0,0,6.2,175,8.2,232.0,8.1,,23.4,,15.3,
Saucony,Freedom 4,Daily Running,Neutral,8 oz / 227g 9.5 oz / 269g,1,5.2 mm 4.0 mm,Mid/Forefoot,-,-,-,-,-,-,Medium,-,-,Flexible,-,0,0,26.4 mm 28.0 mm,21.2 mm 24.0 mm,Normal,1,-,1,#193 Bottom 47%,#331 Bottom 9%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,['Normal'],0,1,0,0,,,0,0,0,8.0,227,9.5,269.0,5.2,4.0,26.4,28.0,21.2,24.0
New Balance,Fresh Foam 1080 v11,Daily Running,Neutral,9.2 oz / 261g 10.1 oz / 285g,0,8.0 mm 8.0 mm,Heelmid/Forefoot,True To Size,-,-,-,-,-,Narrow,-,-,Moderate,-,0,1,34.2 mm 30.0 mm,26.2 mm 22.0 mm,Narrownormalwidex-Wide,1,-,1,#190 Top 30%,#88 Top 14%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,,,0,0,0,9.2,261,10.1,285.0,8.0,8.0,34.2,30.0,26.2,22.0
New Balance,Fresh Foam 680 v8,Daily Running,Neutral,9.2 oz / 261g 9.5 oz / 268g,0,7.8 mm,Mid/Forefoot,Slightly Small,Soft,Good,Good,Good,Breathable,Medium,Medium,Flexible,Flexible,Moderate,0,0,35.4 mm,27.6 mm,Normalwidex-Wide,1,Summerall Seasons,1,#241 Bottom 34%,#32 Top 9%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,9.2,261,9.5,268.0,7.8,,35.4,,27.6,
New Balance,Fresh Foam 860 v11,Daily Running,Stability,10.6 oz / 300g 9.7 oz / 275g,0,12.4 mm 10.0 mm,Heel,Slightly Large,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,34.2 mm,21.8 mm,Narrownormalwidex-Wide,0,-,0,#61 Top 10%,#67 Top 11%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,,,0,0,0,10.6,300,9.7,275.0,12.4,10.0,34.2,,21.8,
New Balance,Fresh Foam 860 v12,Daily Running,Stability,11 oz / 311g 10.8 oz / 306g,0,13.3 mm,Heel,Slightly Small,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,33.6 mm,20.3 mm,Narrownormalwidex-Wide,0,-,0,#330 Bottom 48%,#435 Bottom 32%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,small,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,,,0,0,0,11.0,311,10.8,306.0,13.3,,33.6,,20.3,
New Balance,Fresh Foam Arishi v4,Daily Running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,Normalwidex-Wide,1,All Seasons,1,#361 Bottom 1%,#12 Top 4%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,8.5,242,8.7,246.0,7.7,8.0,28.1,,20.4,
New Balance,Fresh Foam More v3,Daily Running,Neutral,10.4 oz / 296g 10.9 oz / 309g,0,7.8 mm 4.0 mm,Mid/Forefoot,True To Size,Soft,-,-,-,Warm,Medium,-,Stiff,Moderate,Moderate,0,0,37.5 mm 33.0 mm,29.7 mm 29.0 mm,Normal,1,Winter,1,#117 Top 19%,#261 Top 41%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,Winter,['Winter'],0,0,1,10.4,296,10.9,309.0,7.8,4.0,37.5,33.0,29.7,29.0
New Balance,Fresh Foam Roav V2,Daily Running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/Forefoot,Slightly Small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,Normalwidex-Wide,1,Winter,1,#320 Bottom 12%,#113 Top 31%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,Winter,['Winter'],0,0,1,8.4,238,9.1,258.0,7.2,8.0,32.2,,25.0,
New Balance,Fresh Foam X 1080 v12,Daily Running,Neutral,10.1 oz / 286g 10.3 oz / 292g,0,3.3 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,-,-,-,-,Narrow,-,Moderate,Moderate,Flexible,0,0,26.9 mm 34.0 mm,23.6 mm 26.0 mm,Narrownormalwide,1,-,1,#283 Top 44%,#170 Top 27%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Narrow|Normal|Wide,"['Narrow', 'Normal', 'Wide']",1,1,1,0,,,0,0,0,10.1,286,10.3,292.0,3.3,8.0,26.9,34.0,23.6,26.0
New Balance,Fresh Foam X 1080 v13,Daily Running,Neutral,9.3 oz / 264g 9.2 oz / 261g,0,5.6 mm 6.0 mm,Mid/Forefoot,True To Size,Soft,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Stiff,0,1,34.1 mm 37.0 mm,28.5 mm 31.0 mm,Narrownormalwidex-Wide,1,Summerall Seasons,1,#206 Top 33%,#50 Top 8%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,9.3,264,9.2,261.0,5.6,6.0,34.1,37.0,28.5,31.0
New Balance,Fresh Foam X 1080 v14,Daily Running,Neutral,10.1 oz / 285g 10.5 oz / 298g,0,4.2 mm 6.0 mm,Heelmid/Forefoot,True To Size,Soft,Good,Decent,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,1,37.0 mm 38.0 mm,32.8 mm 32.0 mm,Narrownormalwidex-Wide,1,All Seasons,1,#172 Top 48%,#3 Top 1%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,All,['All'],1,0,0,10.1,285,10.5,298.0,4.2,6.0,37.0,38.0,32.8,32.0
