Brand,Name,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain,Pace_norm,Pace_lists,pace_competition,pace_daily_running,pace_tempo,arch_neutral,arch_stability,Strike_norm,Strike_lists,-,strike_forefoot,strike_heel,strike_mid,fit_category,fit_large,fit_small,fit_true,fit_missing,midsole_soft,midsole_balanced,midsole_firm,toebox_bad,toebox_decent,toebox_good,heelpad_bad,heelpad_decent,heelpad_good,outsole_bad,outsole_decent,outsole_good,breath_breathable,breath_moderate,breath_warm,width_narrow,width_medium,width_wide,toeboxwidth_narrow,toeboxwidth_medium,toeboxwidth_wide,stiff_flexible,stiff_moderate,stiff_stiff,torsion_flexible,torsion_moderate,torsion_stiff,heelcounter_flexible,heelcounter_moderate,heelcounter_stiff,widthavail_norm,widthavail_list,widthavail_narrow,widthavail_normal,widthavail_wide,widthavail_xwide,season_norm,season_list,season_all,season_summer,season_winter,weight_lab_oz,weight_lab_g,weight_brand_oz,weight_brand_g,drop_lab_mm,drop_brand_mm,heel_lab_mm,heel_brand_mm,forefoot_lab_mm,forefoot_brand_mm
Brooks, Launch 9,Daily Runningtempo,Neutral,7.9 oz / 225g 8.1 oz / 230g,1,9.4 mm 10.0 mm,Heelmid/Forefoot,True To Size,Balanced,-,-,-,-,Narrow,-,Stiff,Stiff,Flexible,0,0,32.4 mm 36.0 mm,23.0 mm 26.0 mm,Normalwide,1,-,1,#301 Top 47%,#352 Bottom 45%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,,,0,0,0,7.9,225,8.1,230.0,9.4,10.0,32.4,36.0,23.0,26.0
Brooks, Levitate 6,Daily Running,Neutral,10.7 oz / 304g 10.9 oz / 309g,0,7.7 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Good,Good,Good,Breathable,Narrow,Medium,Stiff,Moderate,Moderate,0,0,34.3 mm 32.5 mm,26.6 mm 24.5 mm,Normal,1,Summerall Seasons,1,#72 Top 20%,#255 Bottom 30%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,10.7,304,10.9,309.0,7.7,8.0,34.3,32.5,26.6,24.5
Adidas,4DFWD,Daily Running,Neutral,11.9 oz / 336g 11.5 oz / 327g,0,8.9 mm 10.0 mm,Heelmid/Forefoot,True To Size,Firm,-,Good,-,Warm,Narrow,-,Stiff,Flexible,Flexible,0,0,33.3 mm 32.5 mm,24.4 mm 22.5 mm,Normal,1,All Seasons,1,#104 Top 17%,#368 Bottom 42%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,11.9,336,11.5,327.0,8.9,10.0,33.3,32.5,24.4,22.5
Adidas,4DFWD 2,Daily Running,Neutral,12.6 oz / 356g 12.4 oz / 352g,0,10.6 mm 11.0 mm,Heel,Slightly Small,Firm,-,-,-,Warm,Narrow,-,Stiff,Flexible,Moderate,0,0,31.8 mm 32.0 mm,21.2 mm 21.0 mm,Normal,1,All Seasons,1,#126 Top 20%,#541 Bottom 16%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,small,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,12.6,356,12.4,352.0,10.6,11.0,31.8,32.0,21.2,21.0
Adidas,4DFWD 3,Daily Running,Neutral,12.3 oz / 348g 12.2 oz / 345g,0,9.9 mm 10.0 mm,Heelmid/Forefoot,True To Size,Firm,Good,Good,Good,Warm,Narrow,Medium,Moderate,Flexible,Flexible,0,0,32.6 mm 34.0 mm,22.7 mm 24.0 mm,Normal,1,All Seasons,1,#116 Top 32%,#339 Bottom 7%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,12.3,348,12.2,345.0,9.9,10.0,32.6,34.0,22.7,24.0
Brooks,Addiction GTS 15,Daily Running,Motion Control,12.5 oz / 353g 12.2 oz / 346g,0,12.1 mm 12.0 mm,Heel,Slightly Small,Firm,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,0,0,36.5 mm 36.0 mm,24.4 mm 24.0 mm,Narrownormalwidex-Wide,1,All Seasons,1,#221 Bottom 39%,#159 Top 44%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,small,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,All,['All'],1,0,0,12.5,353,12.2,346.0,12.1,12.0,36.5,36.0,24.4,24.0
Adidas,Adidas Adizero SL2,Daily Runningtempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,Heelmid/Forefoot,Half Size Small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,Normalwide,1,Summerall Seasons,1,#44 Top 13%,#166 Top 46%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,8.6,245,8.4,238.0,8.2,9.0,34.9,35.0,26.7,26.0
Adidas,Adistar,Daily Running,Neutral,11.5 oz / 325g 11.2 oz / 318g,0,9.6 mm 6.0 mm,Heelmid/Forefoot,True To Size,Balanced,Decent,Good,-,Moderate,Narrow,Medium,Stiff,Stiff,Flexible,0,1,34.4 mm 37.5 mm,24.8 mm 31.5 mm,Normal,1,All Seasons,1,#267 Top 42%,#247 Top 39%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,11.5,325,11.2,318.0,9.6,6.0,34.4,37.5,24.8,31.5
Adidas,Adistar 2.0,Daily Running,Neutral,11.6 oz / 328g 11.6 oz / 328g,0,8.0 mm 6.0 mm,Heelmid/Forefoot,Half Size Small,Balanced,Bad,-,-,Breathable,Narrow,Wide,Stiff,Stiff,Stiff,0,1,33.8 mm 33.0 mm,25.8 mm 27.0 mm,Normal,1,Summerall Seasons,1,#506 Bottom 21%,#643 Bottom 1%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,11.6,328,11.6,328.0,8.0,6.0,33.8,33.0,25.8,27.0
Adidas,Adistar 3,Daily Running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True To Size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,Normalwide,1,Summerall Seasons,1,#97 Top 27%,#241 Bottom 33%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,9.7,274,9.5,270.0,10.5,5.0,40.7,40.0,30.2,35.0
Adidas,Adizero Adios 7,Tempo,Neutral,7.5 oz / 212g 7.5 oz / 212g,1,8.7 mm 8.0 mm,Heelmid/Forefoot,Slightly Small,Balanced,-,-,-,Breathable,Medium,Narrow,Stiff,Stiff,Flexible,0,0,31.6 mm 27.0 mm,22.9 mm 19.0 mm,Normalwide,1,Summerall Seasons,1,#535 Bottom 17%,#614 Bottom 4%,,,Tempo,['Tempo'],0,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,7.5,212,7.5,212.0,8.7,8.0,31.6,27.0,22.9,19.0
Adidas,Adizero Adios 8,Tempo,Neutral,7.4 oz / 210g 7 oz / 198g,1,7.6 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Bad,Decent,Good,Breathable,Medium,Wide,Flexible,Flexible,Flexible,0,0,28.0 mm 28.0 mm,20.4 mm 20.0 mm,Normal,1,Summerall Seasons,1,#129 Top 20%,#553 Bottom 14%,,,Tempo,['Tempo'],0,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.4,210,7.0,198.0,7.6,8.0,28.0,28.0,20.4,20.0
Adidas,Adizero Adios 9,Competitiontempo,Neutral,6.2 oz / 176g 6.2 oz / 176g,1,6.2 mm 7.0 mm,Mid/Forefoot,Slightly Small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Flexible,Flexible,Flexible,0,0,25.0 mm 28.0 mm,18.8 mm 21.0 mm,Normal,1,All Seasons,1,#7 Top 2%,#245 Bottom 33%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,6.2,176,6.2,176.0,6.2,7.0,25.0,28.0,18.8,21.0
Adidas,Adizero Adios Pro 2.0,Competition,Neutral,7.9 oz / 223g 7.6 oz / 215g,1,10.3 mm 10.0 mm,Heel,True To Size,-,-,-,-,-,Narrow,-,Stiff,Stiff,Flexible,Carbon plate,1,40.0 mm 39.5 mm,29.7 mm 29.5 mm,Normal,0,-,0,#32 Top 5%,#569 Bottom 11%,,,Competition,['Competition'],1,0,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,,,0,0,0,7.9,223,7.6,215.0,10.3,10.0,40.0,39.5,29.7,29.5
Adidas,Adizero Adios Pro 3,Competition,Neutral,7.7 oz / 218g 7.9 oz / 223g,1,8.0 mm 6.5 mm,Heelmid/Forefoot,True To Size,Balanced,Bad,Good,Good,Breathable,Medium,Wide,Stiff,Stiff,Flexible,Carbon plate,1,37.8 mm 39.5 mm,29.8 mm 33.0 mm,Normal,1,Summerall Seasons,1,#41 Top 7%,#202 Top 32%,,,Competition,['Competition'],1,0,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.7,218,7.9,223.0,8.0,6.5,37.8,39.5,29.8,33.0
Adidas,Adizero Adios Pro 4,Competition,Neutral,7.1 oz / 200g 7.1 oz / 201g,1,8.1 mm 6.0 mm,Heelmid/Forefoot,Slightly Small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,36.6 mm 39.0 mm,28.5 mm 33.0 mm,Normalwide,1,All Seasons,1,#1 Top 1%,#38 Top 11%,,,Competition,['Competition'],1,0,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,7.1,200,7.1,201.0,8.1,6.0,36.6,39.0,28.5,33.0
Adidas,Adizero Boston 11,Tempo,Neutral,10.2 oz / 290g 9.6 oz / 272g,0,9.8 mm 8.5 mm,Heelmid/Forefoot,True To Size,Balanced,Bad,Decent,Good,Moderate,Wide,Wide,Stiff,Stiff,Moderate,Carbon plate,1,39.1 mm 39.5 mm,29.3 mm 31.0 mm,Normalwide,1,All Seasons,1,#480 Bottom 25%,#579 Bottom 10%,,,Tempo,['Tempo'],0,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,10.2,290,9.6,272.0,9.8,8.5,39.1,39.5,29.3,31.0
Adidas,Adizero Boston 12,Tempo,Neutral,9.2 oz / 261g 9.2 oz / 260g,0,6.1 mm 6.5 mm,Mid/Forefoot,Slightly Large,Balanced,Bad,Decent,Good,Breathable,Wide,Medium,Stiff,Stiff,Flexible,0,1,34.5 mm 37.0 mm,28.4 mm 30.5 mm,Normalwide,1,Summerall Seasons,1,#216 Top 34%,#338 Bottom 47%,,,Tempo,['Tempo'],0,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,large,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,9.2,261,9.2,260.0,6.1,6.5,34.5,37.0,28.4,30.5
Adidas,Adizero Boston 13,Competitiontempo,Neutral,9 oz / 254g 9 oz / 255g,0,6.0 mm 6.0 mm,Mid/Forefoot,True To Size,Balanced,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,Carbon plate,1,34.3 mm 36.0 mm,28.3 mm 30.0 mm,Normalwide,1,All Seasons,1,#38 Top 11%,#206 Bottom 43%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,9.0,254,9.0,255.0,6.0,6.0,34.3,36.0,28.3,30.0
Adidas,Adizero EVO SL,Daily Runningtempo,Neutral,7.9 oz / 223g 7.9 oz / 224g,1,8.0 mm 6.5 mm,Heelmid/Forefoot,True To Size,Balanced,Bad,Good,Good,Breathable,Medium,Medium,Flexible,Stiff,Moderate,0,1,36.1 mm 38.5 mm,28.1 mm 32.0 mm,Normalwide,1,Summerall Seasons,1,#2 Top 1%,#23 Top 7%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,7.9,223,7.9,224.0,8.0,6.5,36.1,38.5,28.1,32.0
Adidas,Adizero Prime X 2 Strung,Competitiontempo,Neutral,10.8 oz / 305g 10.8 oz / 306g,0,8.8 mm 6.5 mm,Heelmid/Forefoot,Slightly Small,Balanced,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,45.7 mm 50.0 mm,36.9 mm 43.5 mm,Normal,1,All Seasons,1,#132 Top 37%,#52 Top 15%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,10.8,305,10.8,306.0,8.8,6.5,45.7,50.0,36.9,43.5
Adidas,Adizero Prime X3 STRUNG,Competitiontempo,Neutral,10.3 oz / 291g 10.1 oz / 285g,0,13.0 mm 7.0 mm,Heelmid/Forefoot,True To Size,Soft,Good,Good,Bad,Moderate,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,48.1 mm 50.0 mm,35.1 mm 43.0 mm,Normal,1,All Seasons,1,#48 Top 14%,#250 Bottom 31%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,10.3,291,10.1,285.0,13.0,7.0,48.1,50.0,35.1,43.0
Adidas,Adizero SL,Daily Runningtempo,Neutral,8.8 oz / 249g 8.6 oz / 244g,1,8.6 mm 10.0 mm,Heelmid/Forefoot,Slightly Small,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Stiff,Stiff,Moderate,0,0,34.9 mm 35.0 mm,26.3 mm 25.0 mm,Normalwide,1,Summerall Seasons,1,#235 Top 37%,#278 Top 44%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,8.8,249,8.6,244.0,8.6,10.0,34.9,35.0,26.3,25.0
Adidas,Adizero SL2,Daily Runningtempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,Heelmid/Forefoot,Half Size Small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,Normalwide,1,Summerall Seasons,1,#44 Top 13%,#166 Top 46%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,8.6,245,8.4,238.0,8.2,9.0,34.9,35.0,26.7,26.0
Adidas,Adizero Takumi Sen 10,Competitiontempo,Neutral,7.1 oz / 200g 6.9 oz / 196g,1,7.8 mm 6.0 mm,Mid/Forefoot,Half Size Small,Soft,Bad,Good,Bad,Breathable,Narrow,Medium,Moderate,Stiff,Flexible,0,0,30.6 mm 33.0 mm,22.8 mm 27.0 mm,Normal,1,Summerall Seasons,1,#88 Top 25%,#252 Bottom 31%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.1,200,6.9,196.0,7.8,6.0,30.6,33.0,22.8,27.0
Brooks,Adrenaline GTS 22,Daily Running,Stability,10.4 oz / 294g 10.2 oz / 289g,0,14.7 mm 12.0 mm,Heel,True To Size,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,37.4 mm 36.0 mm,22.7 mm 24.0 mm,Narrownormalwidex-Wide,0,-,0,#148 Top 23%,#82 Top 13%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,,,0,0,0,10.4,294,10.2,289.0,14.7,12.0,37.4,36.0,22.7,24.0
Brooks,Adrenaline GTS 23,Daily Running,Stability,10.1 oz / 286g 10.4 oz / 294g,0,12.6 mm 12.0 mm,Heel,True To Size,Soft,Bad,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,34.1 mm 36.0 mm,21.5 mm 24.0 mm,Narrownormalwidex-Wide,1,Summerall Seasons,1,#211 Top 33%,#36 Top 6%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,true,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,10.1,286,10.4,294.0,12.6,12.0,34.1,36.0,21.5,24.0
Brooks,Adrenaline GTS 24,Daily Running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly Small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,Narrownormalwidex-Wide,1,All Seasons,1,#214 Bottom 41%,#5 Top 2%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,small,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,All,['All'],1,0,0,10.3,291,10.0,283.0,13.5,12.0,39.0,39.0,25.5,27.0
Skechers,Aero Burst,Daily Running,Neutral,11.4 oz / 322g,0,8.8 mm 6.0 mm,Heelmid/Forefoot,True To Size,Soft,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,0,41.7 mm 42.0 mm,32.9 mm 36.0 mm,Normalwide,1,All Seasons,1,#12 Top 4%,#24 Top 7%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,11.4,322,,,8.8,6.0,41.7,42.0,32.9,36.0
Salomon,Aero Glide,Daily Running,Neutral,9.3 oz / 264g 9 oz / 254g,0,11.0 mm 10.0 mm,Heel,True To Size,Balanced,Decent,Decent,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,0,1,35.2 mm 37.0 mm,24.2 mm 27.0 mm,Normal,1,All Seasons,1,#221 Top 35%,#443 Bottom 31%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.3,264,9.0,254.0,11.0,10.0,35.2,37.0,24.2,27.0
Salomon,Aero Glide 2,Daily Running,Neutral,9.5 oz / 268g 9.2 oz / 260g,0,11.3 mm 10.0 mm,Heel,True To Size,Balanced,Good,Decent,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,35.5 mm 41.0 mm,24.2 mm 31.0 mm,Normal,1,All Seasons,1,#9 Top 2%,#529 Bottom 17%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.5,268,9.2,260.0,11.3,10.0,35.5,41.0,24.2,31.0
Salomon,Aero Glide 3,Daily Running,Neutral,8.7 oz / 248g 8.6 oz / 245g,1,10.3 mm 8.0 mm,Heel,Slightly Large,Balanced,Bad,Decent,Decent,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,0,0,42.2 mm 40.0 mm,31.9 mm 32.0 mm,Normal,1,All Seasons,1,#7 Top 2%,#110 Top 30%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,large,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,8.7,248,8.6,245.0,10.3,8.0,42.2,40.0,31.9,32.0
Nike,Air Winflo 9,Daily Running,Neutral,9.8 oz / 279g 9.9 oz / 280g,0,10.8 mm 10.0 mm,Heel,True To Size,Soft,Decent,-,-,Moderate,Narrow,Medium,Stiff,Moderate,Stiff,0,0,35.0 mm,24.2 mm,Normal,1,All Seasons,1,#430 Bottom 33%,#555 Bottom 13%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.8,279,9.9,280.0,10.8,10.0,35.0,,24.2,
